scenario,attack,dimension,scope,samples,members,nonmembers,suppressed,threshold,threshold_source,auc_roc,auc_ci_low,auc_ci_high,auc_pr,tpr_at_0_1_fpr,tpr_at_1_fpr,tpr_at_5_fpr,fpr_at_90_tpr,fpr_at_95_tpr,fpr_at_99_tpr,accuracy,balanced_accuracy,majority_class_accuracy,precision,recall,f1,mcc,attack_advantage,brier,ece,mean_loss,perplexity,pld_auc_roc,macro_auc_roc,worst_group_auc_roc,max_pairwise_gap,disparity_ratio
finetuning,reference,gender_language,G0|ar,5189,2595,2594,False,-0.02340224,calibration,0.502963,0.481293,0.525932,0.507308,0.002312,0.011946,0.052794,0.909021,0.954125,0.993061,0.497976,0.497908,0.500096,0.498874,0.853565,0.629709,-0.005953,0.005927,0.331884,0.251108,3.251885,36.426074,,,,,
finetuning,reference,gender_language,G0|en,5146,2580,2566,False,0.06024494,calibration,0.500438,0.48145,0.51743,0.510561,0.002713,0.00969,0.060078,0.911925,0.957132,0.992206,0.503304,0.503589,0.50136,0.5059,0.398837,0.446034,0.00734,0.000877,0.333147,0.250826,3.658631,43.859167,,,,,
finetuning,reference,gender_language,G0|es,5157,2587,2570,False,-0.02269357,calibration,0.506772,0.48907,0.521405,0.517058,0.002706,0.018168,0.061461,0.907782,0.949416,0.984825,0.5032,0.501627,0.501648,0.502481,0.97874,0.664044,0.010879,0.013545,0.329979,0.246073,3.455665,35.291335,,,,,
finetuning,reference,gender_language,G0|pt,5160,2575,2585,False,0.05589021,calibration,0.516514,0.491722,0.542471,0.522412,0.001553,0.016311,0.067184,0.89942,0.956673,0.993424,0.508915,0.509065,0.500969,0.506877,0.586796,0.543916,0.018354,0.033027,0.325107,0.244428,3.489752,36.08748,,,,,
finetuning,reference,gender_language,G1|ar,5126,2568,2558,False,0.25131458,calibration,0.494829,0.466404,0.515643,0.495771,0.001168,0.007399,0.050234,0.897185,0.95387,0.987881,0.497464,0.498422,0.500975,0.413043,0.007399,0.014537,-0.016735,-0.010342,0.335952,0.248878,3.18004,33.682712,,,,,
finetuning,reference,gender_language,G1|en,5184,2599,2585,False,0.1108042,calibration,0.50365,0.485221,0.522101,0.510635,0.003463,0.016545,0.055791,0.897485,0.950484,0.987234,0.499614,0.500793,0.50135,0.507599,0.064255,0.114071,0.003253,0.0073,0.33154,0.248312,3.718849,45.888746,,,,,
finetuning,reference,gender_language,G1|es,5133,2560,2573,False,0.09619903,calibration,0.538698,0.517809,0.555514,0.539291,0.008203,0.019531,0.070703,0.878741,0.932375,0.986009,0.516852,0.51589,0.501266,0.564725,0.136328,0.219635,0.04883,0.077397,0.314013,0.219755,3.486286,36.303996,,,,,
finetuning,reference,gender_language,G1|pt,5129,2548,2581,False,-0.00920547,calibration,0.486898,0.46463,0.505558,0.49398,0.000785,0.014521,0.054553,0.91205,0.949244,0.987214,0.496393,0.499179,0.503217,0.496343,0.932104,0.647757,-0.003284,-0.026204,0.339918,0.256775,3.503577,36.88638,,,,,
finetuning,reference,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.506233,0.498827,0.023741,0.954569
finetuning,reference,variety_summary,summary:variety,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.507869,0.473684,0.074711,0.863764
finetuning,reference,gender_language_summary,summary:gender_language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.506345,0.486898,0.051801,0.903841
finetuning,reference,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.001419,0.505459,0.50475,0.001419,0.997197
